id,poid,time,organ,max,min,avg,IndustryValue,EnvEmerg,NetIndustryValue,PollutantEmission,WasteGas,RealEstateDev,WasteDisposalVol,NumWasteFactories,MajorEnergyConsumption,IndustryValue_Overall,IndustrialEnterprise
2240,PFUdA,2010,whole,0,0,0,5373,0,10261.18,555500,105.05,6070,1017.1,44,23100.48,19382.2,
2241,PFUdA,2010,muscle,0,0,0,5373,0,10261.18,555500,105.05,6070,1017.1,44,23100.48,19382.2,
2242,PFUdA,2010,muscle,0.12,0.05,0.091,5373,0,10261.18,555500,105.05,6070,1017.1,44,23100.48,19382.2,
2243,PFUdA,2010,whole,0,0,0.071,5373,0,10261.18,555500,105.05,6070,1017.1,44,23100.48,19382.2,
2244,PFUdA,2010,whole,0,0,0.08,5373,0,10261.18,555500,105.05,6070,1017.1,44,23100.48,19382.2,
2245,PFUdA,2010,whole,0,0,0,5373,0,10261.18,555500,105.05,6070,1017.1,44,23100.48,19382.2,
2246,PFUdA,2010,muscle,0,0.03,0.03,5373,0,10261.18,555500,105.05,6070,1017.1,44,23100.48,19382.2,
2247,PFUdA,2010,whole,0,0,0,5373,0,10261.18,555500,105.05,6070,1017.1,44,23100.48,19382.2,
2248,PFUdA,2010,muscle,0,0,0,5373,0,10261.18,555500,105.05,6070,1017.1,44,23100.48,19382.2,
2249,PFUdA,2010,muscle,0.1,0,0.071,5373,0,10261.18,555500,105.05,6070,1017.1,44,23100.48,19382.2,
2250,PFUdA,2010,muscle,1.89,0.09,0.18,5373,0,10261.18,555500,105.05,6070,1017.1,44,23100.48,19382.2,
2251,PFUdA,2010,muscle,21.3,3.2,11.63,5373,0,10261.18,555500,105.05,6070,1017.1,44,23100.48,19382.2,
2252,PFUdA,2010,muscle,16.7,2.8,4.13,5373,0,10261.18,555500,105.05,6070,1017.1,44,23100.48,19382.2,
2253,PFUdA,2010,muscle,23.8,5.9,13.54,5373,0,10261.18,555500,105.05,6070,1017.1,44,23100.48,19382.2,
2254,PFUdA,2010,muscle,15.5,5.4,8.88,5373,0,10261.18,555500,105.05,6070,1017.1,44,23100.48,19382.2,
2255,PFUdA,2010,muscle,28.5,5.4,7.17,5373,0,10261.18,555500,105.05,6070,1017.1,44,23100.48,19382.2,
2256,PFUdA,2010,muscle,42.9,4.5,11.93,5373,0,10261.18,555500,105.05,6070,1017.1,44,23100.48,19382.2,
2257,PFUdA,2010,muscle,14.5,4.4,12.06,5373,0,10261.18,555500,105.05,6070,1017.1,44,23100.48,19382.2,
2258,PFUdA,2010,muscle,22.3,5.6,11.74,5373,0,10261.18,555500,105.05,6070,1017.1,44,23100.48,19382.2,
2259,PFUdA,2010,muscle,7.85,0.52,2.26,5373,0,10261.18,555500,105.05,6070,1017.1,44,23100.48,19382.2,
2260,PFUdA,2010,muscle,21.2,3.19,18.62,5373,0,10261.18,555500,105.05,6070,1017.1,44,23100.48,19382.2,
2261,PFUdA,2010,muscle,47.5,12.6,20.96,5373,0,10261.18,555500,105.05,6070,1017.1,44,23100.48,19382.2,
2262,PFUdA,2010,muscle,0,0,0,5373,0,10261.18,555500,105.05,6070,1017.1,44,23100.48,19382.2,
2263,PFUdA,2010,muscle,0,0,0,5373,0,10261.18,555500,105.05,6070,1017.1,44,23100.48,19382.2,
2264,PFUdA,2010,muscle,0,0,0,5373,0,10261.18,555500,105.05,6070,1017.1,44,23100.48,19382.2,
2265,PFUdA,2010,muscle,0,0,0,5373,0,10261.18,555500,105.05,6070,1017.1,44,23100.48,19382.2,
2266,PFUdA,2010,muscle,0,0,0,5373,0,10261.18,555500,105.05,6070,1017.1,44,23100.48,19382.2,
2267,PFUdA,2010,muscle,0,0,0,5373,0,10261.18,555500,105.05,6070,1017.1,44,23100.48,19382.2,
2268,PFUdA,2010,muscle,5.8,0,1.71,5373,0,10261.18,555500,105.05,6070,1017.1,44,23100.48,19382.2,
2269,PFUdA,2010,muscle,0,0,0,5373,0,10261.18,555500,105.05,6070,1017.1,44,23100.48,19382.2,
2270,PFUdA,2010,muscle,0,0,0,5373,0,10261.18,555500,105.05,6070,1017.1,44,23100.48,19382.2,
2271,PFUdA,2010,muscle,8.7,1.32,2.56,5373,0,10261.18,555500,105.05,6070,1017.1,44,23100.48,19382.2,
2272,PFUdA,2010,muscle,7.7,2.6,3.24,5373,0,10261.18,555500,105.05,6070,1017.1,44,23100.48,19382.2,
7,PFTrDA,2010,leaf,,,0.45,7469,0,10172.55,722978,105.05,6527,1938.6,41,15983.62,21387.7,
31,PFTrDA,2010,leaf,,,0.2,7469,0,10172.55,722978,105.05,6527,1938.6,41,15983.62,21387.7,
48,PFTrDA,2010,leaf,,,0.18,7469,0,10172.55,722978,105.05,6527,1938.6,41,15983.62,21387.7,
35010,PFTrDA,2015, liver ,,,1.3,7218,27,17500.33,621302.8,83.51,6642,1456.1,61,27209.12,28802.6,441304
35024,PFTrDA,2015, liver ,,,0,7218,27,17500.33,621302.8,83.51,6642,1456.1,61,27209.12,28802.6,441304
35038,PFTrDA,2015, liver ,,,0,7218,27,17500.33,621302.8,83.51,6642,1456.1,61,27209.12,28802.6,441304
35052,PFTrDA,2015, liver ,,,0,2202,10,4056.46,313784.76,55.14,4212,832.2,41,11765.91,11677.3,86813
35066,PFTrDA,2015, liver ,,,0,2202,10,4056.46,313784.76,55.14,4212,832.2,41,11765.91,11677.3,86813
35080,PFTrDA,2015, liver ,,,,2202,10,4056.46,313784.76,55.14,4212,832.2,41,11765.91,11677.3,86813
35094,PFTrDA,2015, liver ,,,3.4,2202,10,4056.46,313784.76,55.14,4212,832.2,41,11765.91,11677.3,86813
40742,PFTrDA,2017,muscle,,,3.13,4597,8,9553.68,,41.63,7126,1591.3,83,38164.71,22515.8,239170
40743,PFTrDA,2017,muscle,,,9.06,4597,8,9553.68,,41.63,7126,1591.3,83,38164.71,22515.8,239170
40744,PFTrDA,2017,muscle,,,5.68,4597,8,9553.68,,41.63,7126,1591.3,83,38164.71,22515.8,239170
40745,PFTrDA,2017,muscle,,,7.11,4597,8,9553.68,,41.63,7126,1591.3,83,38164.71,22515.8,239170
40746,PFTrDA,2017,muscle,,,2.4,4597,8,9553.68,,41.63,7126,1591.3,83,38164.71,22515.8,239170
40747,PFTrDA,2017,muscle,,,6.85,4597,8,9553.68,,41.63,7126,1591.3,83,38164.71,22515.8,239170
40748,PFTrDA,2017,muscle,,,3.07,4597,8,9553.68,,41.63,7126,1591.3,83,38164.71,22515.8,239170
40749,PFTrDA,2017,muscle,,,0,4597,8,9553.68,,41.63,7126,1591.3,83,38164.71,22515.8,239170
40750,PFTrDA,2017,muscle,,,0,4597,8,9553.68,,41.63,7126,1591.3,83,38164.71,22515.8,239170
40751,PFTrDA,2017,muscle,,,1.68,4597,8,9553.68,,41.63,7126,1591.3,83,38164.71,22515.8,239170
40752,PFTrDA,2017,muscle,,,0,4597,8,9553.68,,41.63,7126,1591.3,83,38164.71,22515.8,239170
40753,PFTrDA,2017,muscle,,,1.56,4597,8,9553.68,,41.63,7126,1591.3,83,38164.71,22515.8,239170
40754,PFTrDA,2017,muscle,,,10.4,4597,8,9553.68,,41.63,7126,1591.3,83,38164.71,22515.8,239170
40755,PFTrDA,2017,muscle,,,14.2,4597,8,9553.68,,41.63,7126,1591.3,83,38164.71,22515.8,239170
40756,PFTrDA,2017,muscle,,,10.5,4597,8,9553.68,,41.63,7126,1591.3,83,38164.71,22515.8,239170
40757,PFTrDA,2017,muscle,,,2.75,4597,8,9553.68,,41.63,7126,1591.3,83,38164.71,22515.8,239170
40758,PFTrDA,2017,muscle,,,3.5,4597,8,9553.68,,41.63,7126,1591.3,83,38164.71,22515.8,239170
40759,PFTrDA,2017,muscle,,,2.56,4597,8,9553.68,,41.63,7126,1591.3,83,38164.71,22515.8,239170
40760,PFTrDA,2017,muscle,,,70.5,4597,8,9553.68,,41.63,7126,1591.3,83,38164.71,22515.8,239170
40761,PFTrDA,2017,muscle,,,26.6,4597,8,9553.68,,41.63,7126,1591.3,83,38164.71,22515.8,239170
40762,PFTrDA,2017,muscle,,,24.6,4597,8,9553.68,,41.63,7126,1591.3,83,38164.71,22515.8,239170
40763,PFTrDA,2017,muscle,,,28.9,4597,8,9553.68,,41.63,7126,1591.3,83,38164.71,22515.8,239170
40764,PFTrDA,2017,muscle,,,42.6,4597,8,9553.68,,41.63,7126,1591.3,83,38164.71,22515.8,239170
40765,PFTrDA,2017,muscle,,,14.1,4597,8,9553.68,,41.63,7126,1591.3,83,38164.71,22515.8,239170
40766,PFTrDA,2017,muscle,,,18.6,4597,8,9553.68,,41.63,7126,1591.3,83,38164.71,22515.8,239170
40767,PFTrDA,2017,muscle,,,26.3,4597,8,9553.68,,41.63,7126,1591.3,83,38164.71,22515.8,239170
40768,PFTrDA,2017,muscle,,,24.9,4597,8,9553.68,,41.63,7126,1591.3,83,38164.71,22515.8,239170
40769,PFTrDA,2017,muscle,,,20.1,4597,8,9553.68,,41.63,7126,1591.3,83,38164.71,22515.8,239170
40770,PFTrDA,2017,muscle,,,31.5,4597,8,9553.68,,41.63,7126,1591.3,83,38164.71,22515.8,239170
40771,PFTrDA,2017,muscle,,,2.66,4597,8,9553.68,,41.63,7126,1591.3,83,38164.71,22515.8,239170
40772,PFTrDA,2017,muscle,,,7.31,4597,8,9553.68,,41.63,7126,1591.3,83,38164.71,22515.8,239170
40773,PFTrDA,2017,muscle,,,6.55,4597,8,9553.68,,41.63,7126,1591.3,83,38164.71,22515.8,239170
40774,PFTrDA,2017,muscle,,,5.82,4597,8,9553.68,,41.63,7126,1591.3,83,38164.71,22515.8,239170
40775,PFTrDA,2017,muscle,,,2.58,4597,8,9553.68,,41.63,7126,1591.3,83,38164.71,22515.8,239170
40776,PFTrDA,2017,muscle,,,1.12,4597,8,9553.68,,41.63,7126,1591.3,83,38164.71,22515.8,239170
40777,PFTrDA,2017,muscle,,,1.5,4597,8,9553.68,,41.63,7126,1591.3,83,38164.71,22515.8,239170
40778,PFTrDA,2017,muscle,,,0.81,4597,8,9553.68,,41.63,7126,1591.3,83,38164.71,22515.8,239170
40779,PFTrDA,2017,muscle,,,6.09,4597,8,9553.68,,41.63,7126,1591.3,83,38164.71,22515.8,239170
40780,PFTrDA,2017,muscle,,,6.56,4597,8,9553.68,,41.63,7126,1591.3,83,38164.71,22515.8,239170
40781,PFTrDA,2017,muscle,,,0.17,4597,8,9553.68,,41.63,7126,1591.3,83,38164.71,22515.8,239170
40782,PFTrDA,2017,muscle,,,0.22,4597,8,9553.68,,41.63,7126,1591.3,83,38164.71,22515.8,239170
40783,PFTrDA,2017,muscle,,,0,4597,8,9553.68,,41.63,7126,1591.3,83,38164.71,22515.8,239170
106,PFPeA,2014,stems、leaf,850,130,,748,11,3579.11,150713.57,7.89,2811,733.8,25,1736.54,3522.8,57761
107,PFPeA,2014,root,530,0,,748,11,3579.11,150713.57,7.89,2811,733.8,25,1736.54,3522.8,57761
128,PFPeA,2014,stems、leaf,360,110,,748,11,3579.11,150713.57,7.89,2811,733.8,25,1736.54,3522.8,57761
129,PFPeA,2014,root,220,30,,748,11,3579.11,150713.57,7.89,2811,733.8,25,1736.54,3522.8,57761
150,PFPeA,2014,stems、leaf,100,30,,748,11,3579.11,150713.57,7.89,2811,733.8,25,1736.54,3522.8,57761
151,PFPeA,2014,root,110,30,,748,11,3579.11,150713.57,7.89,2811,733.8,25,1736.54,3522.8,57761
171,PFPeA,2014,whole,80,0,,748,11,3579.11,150713.57,7.89,2811,733.8,25,1736.54,3522.8,57761
182,PFPeA,2014,whole,80,0,,748,11,3579.11,150713.57,7.89,2811,733.8,25,1736.54,3522.8,57761
193,PFPeA,2014,whole,330,80,,748,11,3579.11,150713.57,7.89,2811,733.8,25,1736.54,3522.8,57761
35002,PFPeA,2015, liver ,,,,7218,27,17500.33,621302.8,83.51,6642,1456.1,61,27209.12,28802.6,441304
35016,PFPeA,2015, liver ,,,,7218,27,17500.33,621302.8,83.51,6642,1456.1,61,27209.12,28802.6,441304
35030,PFPeA,2015, liver ,,,,7218,27,17500.33,621302.8,83.51,6642,1456.1,61,27209.12,28802.6,441304
35044,PFPeA,2015, liver ,,,,2202,10,4056.46,313784.76,55.14,4212,832.2,41,11765.91,11677.3,86813
35058,PFPeA,2015, liver ,,,,2202,10,4056.46,313784.76,55.14,4212,832.2,41,11765.91,11677.3,86813
35072,PFPeA,2015, liver ,,,,2202,10,4056.46,313784.76,55.14,4212,832.2,41,11765.91,11677.3,86813
35086,PFPeA,2015, liver ,,,0,2202,10,4056.46,313784.76,55.14,4212,832.2,41,11765.91,11677.3,86813
40406,PFPeA,2017,muscle,,,0,4597,8,9553.68,,41.63,7126,1591.3,83,38164.71,22515.8,239170
40407,PFPeA,2017,muscle,,,0,4597,8,9553.68,,41.63,7126,1591.3,83,38164.71,22515.8,239170
40408,PFPeA,2017,muscle,,,0.41,4597,8,9553.68,,41.63,7126,1591.3,83,38164.71,22515.8,239170
40409,PFPeA,2017,muscle,,,0,4597,8,9553.68,,41.63,7126,1591.3,83,38164.71,22515.8,239170
40410,PFPeA,2017,muscle,,,0.19,4597,8,9553.68,,41.63,7126,1591.3,83,38164.71,22515.8,239170
40411,PFPeA,2017,muscle,,,0.42,4597,8,9553.68,,41.63,7126,1591.3,83,38164.71,22515.8,239170
40412,PFPeA,2017,muscle,,,0,4597,8,9553.68,,41.63,7126,1591.3,83,38164.71,22515.8,239170
40413,PFPeA,2017,muscle,,,0.18,4597,8,9553.68,,41.63,7126,1591.3,83,38164.71,22515.8,239170
40414,PFPeA,2017,muscle,,,0,4597,8,9553.68,,41.63,7126,1591.3,83,38164.71,22515.8,239170
40415,PFPeA,2017,muscle,,,0,4597,8,9553.68,,41.63,7126,1591.3,83,38164.71,22515.8,239170
40416,PFPeA,2017,muscle,,,0,4597,8,9553.68,,41.63,7126,1591.3,83,38164.71,22515.8,239170
40417,PFPeA,2017,muscle,,,0,4597,8,9553.68,,41.63,7126,1591.3,83,38164.71,22515.8,239170
40418,PFPeA,2017,muscle,,,0,4597,8,9553.68,,41.63,7126,1591.3,83,38164.71,22515.8,239170
40419,PFPeA,2017,muscle,,,0,4597,8,9553.68,,41.63,7126,1591.3,83,38164.71,22515.8,239170
40420,PFPeA,2017,muscle,,,0,4597,8,9553.68,,41.63,7126,1591.3,83,38164.71,22515.8,239170
40421,PFPeA,2017,muscle,,,0,4597,8,9553.68,,41.63,7126,1591.3,83,38164.71,22515.8,239170
40422,PFPeA,2017,muscle,,,0,4597,8,9553.68,,41.63,7126,1591.3,83,38164.71,22515.8,239170
40423,PFPeA,2017,muscle,,,0.19,4597,8,9553.68,,41.63,7126,1591.3,83,38164.71,22515.8,239170
40424,PFPeA,2017,muscle,,,1.99,4597,8,9553.68,,41.63,7126,1591.3,83,38164.71,22515.8,239170
40425,PFPeA,2017,muscle,,,2.83,4597,8,9553.68,,41.63,7126,1591.3,83,38164.71,22515.8,239170
40426,PFPeA,2017,muscle,,,4.15,4597,8,9553.68,,41.63,7126,1591.3,83,38164.71,22515.8,239170
40427,PFPeA,2017,muscle,,,0.9,4597,8,9553.68,,41.63,7126,1591.3,83,38164.71,22515.8,239170
40428,PFPeA,2017,muscle,,,0.22,4597,8,9553.68,,41.63,7126,1591.3,83,38164.71,22515.8,239170
40429,PFPeA,2017,muscle,,,0.86,4597,8,9553.68,,41.63,7126,1591.3,83,38164.71,22515.8,239170
40430,PFPeA,2017,muscle,,,0,4597,8,9553.68,,41.63,7126,1591.3,83,38164.71,22515.8,239170
40431,PFPeA,2017,muscle,,,0.52,4597,8,9553.68,,41.63,7126,1591.3,83,38164.71,22515.8,239170
40432,PFPeA,2017,muscle,,,0.35,4597,8,9553.68,,41.63,7126,1591.3,83,38164.71,22515.8,239170
40433,PFPeA,2017,muscle,,,0.2,4597,8,9553.68,,41.63,7126,1591.3,83,38164.71,22515.8,239170
40434,PFPeA,2017,muscle,,,2.24,4597,8,9553.68,,41.63,7126,1591.3,83,38164.71,22515.8,239170
40435,PFPeA,2017,muscle,,,0,4597,8,9553.68,,41.63,7126,1591.3,83,38164.71,22515.8,239170
40436,PFPeA,2017,muscle,,,0.3,4597,8,9553.68,,41.63,7126,1591.3,83,38164.71,22515.8,239170
40437,PFPeA,2017,muscle,,,0.29,4597,8,9553.68,,41.63,7126,1591.3,83,38164.71,22515.8,239170
40438,PFPeA,2017,muscle,,,0,4597,8,9553.68,,41.63,7126,1591.3,83,38164.71,22515.8,239170
40439,PFPeA,2017,muscle,,,0.29,4597,8,9553.68,,41.63,7126,1591.3,83,38164.71,22515.8,239170
40440,PFPeA,2017,muscle,,,0.18,4597,8,9553.68,,41.63,7126,1591.3,83,38164.71,22515.8,239170
40441,PFPeA,2017,muscle,,,0.2,4597,8,9553.68,,41.63,7126,1591.3,83,38164.71,22515.8,239170
40442,PFPeA,2017,muscle,,,0.29,4597,8,9553.68,,41.63,7126,1591.3,83,38164.71,22515.8,239170
40443,PFPeA,2017,muscle,,,0.18,4597,8,9553.68,,41.63,7126,1591.3,83,38164.71,22515.8,239170
40444,PFPeA,2017,muscle,,,0.33,4597,8,9553.68,,41.63,7126,1591.3,83,38164.71,22515.8,239170
40445,PFPeA,2017,muscle,,,0,4597,8,9553.68,,41.63,7126,1591.3,83,38164.71,22515.8,239170
40446,PFPeA,2017,muscle,,,0.24,4597,8,9553.68,,41.63,7126,1591.3,83,38164.71,22515.8,239170
40447,PFPeA,2017,muscle,,,0,4597,8,9553.68,,41.63,7126,1591.3,83,38164.71,22515.8,239170
