id,poid,time,organ,max,min,avg,IndustryValue,EnvEmerg,NetIndustryValue,PollutantEmission,WasteGas,RealEstateDev,WasteDisposalVol,NumWasteFactories,MajorEnergyConsumption,IndustryValue_Overall,IndustrialEnterprise
3,PFNA,2010,leaf,,,0.31,7469,0,10172.55,722978,105.05,6527,1938.6,41,15983.62,21387.7,
13,PFNA,2010,leaf,,,0.13,7469,0,10172.55,722978,105.05,6527,1938.6,41,15983.62,21387.7,
28,PFNA,2010,leaf,,,0.11,7469,0,10172.55,722978,105.05,6527,1938.6,41,15983.62,21387.7,
36,PFNA,2010,leaf,,,0.06,7469,0,10172.55,722978,105.05,6527,1938.6,41,15983.62,21387.7,
116,PFNA,2014,stems、leaf,200,10,,748,11,3579.11,150713.57,7.89,2811,733.8,25,1736.54,3522.8,57761
117,PFNA,2014,root,190,20,,748,11,3579.11,150713.57,7.89,2811,733.8,25,1736.54,3522.8,57761
138,PFNA,2014,stems、leaf,90,60,,748,11,3579.11,150713.57,7.89,2811,733.8,25,1736.54,3522.8,57761
139,PFNA,2014,root,50,40,,748,11,3579.11,150713.57,7.89,2811,733.8,25,1736.54,3522.8,57761
160,PFNA,2014,stems、leaf,100,10,,748,11,3579.11,150713.57,7.89,2811,733.8,25,1736.54,3522.8,57761
161,PFNA,2014,root,110,40,,748,11,3579.11,150713.57,7.89,2811,733.8,25,1736.54,3522.8,57761
176,PFNA,2014,whole,440,70,,748,11,3579.11,150713.57,7.89,2811,733.8,25,1736.54,3522.8,57761
187,PFNA,2014,whole,430,90,,748,11,3579.11,150713.57,7.89,2811,733.8,25,1736.54,3522.8,57761
198,PFNA,2014,whole,380,90,,748,11,3579.11,150713.57,7.89,2811,733.8,25,1736.54,3522.8,57761
2196,PFNA,2010,whole,3.27,0.48,1.4,5373,0,10261.18,555500,105.05,6070,1017.1,44,23100.48,19382.2,
2197,PFNA,2010,muscle,1.95,0.87,1.35,5373,0,10261.18,555500,105.05,6070,1017.1,44,23100.48,19382.2,
2198,PFNA,2010,muscle,1.03,0.08,0.45,5373,0,10261.18,555500,105.05,6070,1017.1,44,23100.48,19382.2,
2199,PFNA,2010,whole,1.07,0.68,0.89,5373,0,10261.18,555500,105.05,6070,1017.1,44,23100.48,19382.2,
2200,PFNA,2010,whole,1.72,0.92,0.42,5373,0,10261.18,555500,105.05,6070,1017.1,44,23100.48,19382.2,
2201,PFNA,2010,whole,4.21,0.97,2.34,5373,0,10261.18,555500,105.05,6070,1017.1,44,23100.48,19382.2,
2202,PFNA,2010,muscle,4.58,1.31,2.27,5373,0,10261.18,555500,105.05,6070,1017.1,44,23100.48,19382.2,
2203,PFNA,2010,whole,6.53,2.01,2.55,5373,0,10261.18,555500,105.05,6070,1017.1,44,23100.48,19382.2,
2204,PFNA,2010,muscle,1.72,0,0.86,5373,0,10261.18,555500,105.05,6070,1017.1,44,23100.48,19382.2,
2205,PFNA,2010,muscle,4.38,1.48,2.7,5373,0,10261.18,555500,105.05,6070,1017.1,44,23100.48,19382.2,
2206,PFNA,2010,muscle,3.98,2.03,2.86,5373,0,10261.18,555500,105.05,6070,1017.1,44,23100.48,19382.2,
2501,PFNA,2012,muscle,,,0.466,7128,77,13577.65,598210.95,99.2,6357,1210.1,47,27762,23942.2,342262
2502,PFNA,2012,gill,,,0.728,7128,77,13577.65,598210.95,99.2,6357,1210.1,47,27762,23942.2,342262
2503,PFNA,2012,kidney,,,1.26,7128,77,13577.65,598210.95,99.2,6357,1210.1,47,27762,23942.2,342262
2504,PFNA,2012,liver,,,2.88,7128,77,13577.65,598210.95,99.2,6357,1210.1,47,27762,23942.2,342262
2505,PFNA,2012,egg,,,2.05,7128,77,13577.65,598210.95,99.2,6357,1210.1,47,27762,23942.2,342262
2506,PFNA,2012,muscle,,,0.522,7128,77,13577.65,598210.95,99.2,6357,1210.1,47,27762,23942.2,342262
2507,PFNA,2012,gill,,,4.37,7128,77,13577.65,598210.95,99.2,6357,1210.1,47,27762,23942.2,342262
2508,PFNA,2012,egg,,,5.79,7128,77,13577.65,598210.95,99.2,6357,1210.1,47,27762,23942.2,342262
2509,PFNA,2012,muscle,,,11,7128,77,13577.65,598210.95,99.2,6357,1210.1,47,27762,23942.2,342262
2510,PFNA,2012,gill,,,1.67,7128,77,13577.65,598210.95,99.2,6357,1210.1,47,27762,23942.2,342262
2511,PFNA,2012,liver,,,3.68,7128,77,13577.65,598210.95,99.2,6357,1210.1,47,27762,23942.2,342262
2512,PFNA,2012,egg,,,3.48,7128,77,13577.65,598210.95,99.2,6357,1210.1,47,27762,23942.2,342262
2513,PFNA,2012,muscle,,,5.67,7128,77,13577.65,598210.95,99.2,6357,1210.1,47,27762,23942.2,342262
2514,PFNA,2012,gill,,,0.348,7128,77,13577.65,598210.95,99.2,6357,1210.1,47,27762,23942.2,342262
2515,PFNA,2012,kidney,,,1.33,7128,77,13577.65,598210.95,99.2,6357,1210.1,47,27762,23942.2,342262
2516,PFNA,2012,liver,,,2.45,7128,77,13577.65,598210.95,99.2,6357,1210.1,47,27762,23942.2,342262
2517,PFNA,2012,muscle,,,7.33,7128,77,13577.65,598210.95,99.2,6357,1210.1,47,27762,23942.2,342262
2518,PFNA,2012,gill,,,8.81,7128,77,13577.65,598210.95,99.2,6357,1210.1,47,27762,23942.2,342262
2519,PFNA,2012,egg,,,7.57,7128,77,13577.65,598210.95,99.2,6357,1210.1,47,27762,23942.2,342262
2520,PFNA,2012,muscle,,,6.35,7128,77,13577.65,598210.95,99.2,6357,1210.1,47,27762,23942.2,342262
2521,PFNA,2012,gill,,,6.7,7128,77,13577.65,598210.95,99.2,6357,1210.1,47,27762,23942.2,342262
2522,PFNA,2012,kidney,,,6.7,7128,77,13577.65,598210.95,99.2,6357,1210.1,47,27762,23942.2,342262
2523,PFNA,2012,liver,,,11.5,7128,77,13577.65,598210.95,99.2,6357,1210.1,47,27762,23942.2,342262
2524,PFNA,2012,muscle,,,1.77,7128,77,13577.65,598210.95,99.2,6357,1210.1,47,27762,23942.2,342262
2525,PFNA,2012,gill,,,2.5,7128,77,13577.65,598210.95,99.2,6357,1210.1,47,27762,23942.2,342262
2526,PFNA,2012,liver,,,1.82,7128,77,13577.65,598210.95,99.2,6357,1210.1,47,27762,23942.2,342262
2527,PFNA,2012,egg,,,1.65,7128,77,13577.65,598210.95,99.2,6357,1210.1,47,27762,23942.2,342262
2528,PFNA,2012,muscle,,,0.11,7128,77,13577.65,598210.95,99.2,6357,1210.1,47,27762,23942.2,342262
2529,PFNA,2012,head,,,0.373,7128,77,13577.65,598210.95,99.2,6357,1210.1,47,27762,23942.2,342262
2530,PFNA,2012,egg,,,1.5,7128,77,13577.65,598210.95,99.2,6357,1210.1,47,27762,23942.2,342262
2531,PFNA,2012,muscle,,,0.61,7128,77,13577.65,598210.95,99.2,6357,1210.1,47,27762,23942.2,342262
2532,PFNA,2012,head,,,1.87,7128,77,13577.65,598210.95,99.2,6357,1210.1,47,27762,23942.2,342262
2533,PFNA,2012,egg,,,3.58,7128,77,13577.65,598210.95,99.2,6357,1210.1,47,27762,23942.2,342262
29381,PFNA,2012,,,,0.663,7128,77,13577.65,598210.95,99.2,6357,1210.1,47,27762,23942.2,342262
29382,PFNA,2012,,,,1.06,7128,77,13577.65,598210.95,99.2,6357,1210.1,47,27762,23942.2,342262
29383,PFNA,2012,Muscle,,,0.607,7128,77,13577.65,598210.95,99.2,6357,1210.1,47,27762,23942.2,342262
29384,PFNA,2012,Muscle,,,0.11,7128,77,13577.65,598210.95,99.2,6357,1210.1,47,27762,23942.2,342262
29385,PFNA,2012,whole (soft part),,,0.0858,7128,77,13577.65,598210.95,99.2,6357,1210.1,47,27762,23942.2,342262
29386,PFNA,2012,whole (soft part),,,1.55,7128,77,13577.65,598210.95,99.2,6357,1210.1,47,27762,23942.2,342262
29387,PFNA,2012,Muscle,,,0.522,7128,77,13577.65,598210.95,99.2,6357,1210.1,47,27762,23942.2,342262
29388,PFNA,2012,Muscle,,,0.587,7128,77,13577.65,598210.95,99.2,6357,1210.1,47,27762,23942.2,342262
29389,PFNA,2012,Muscle,,,1.66,7128,77,13577.65,598210.95,99.2,6357,1210.1,47,27762,23942.2,342262
29390,PFNA,2012,Muscle,,,3.73,7128,77,13577.65,598210.95,99.2,6357,1210.1,47,27762,23942.2,342262
29391,PFNA,2012,Muscle,,,11,7128,77,13577.65,598210.95,99.2,6357,1210.1,47,27762,23942.2,342262
29392,PFNA,2012,Muscle,,,5.67,7128,77,13577.65,598210.95,99.2,6357,1210.1,47,27762,23942.2,342262
29393,PFNA,2012,Muscle,,,7.33,7128,77,13577.65,598210.95,99.2,6357,1210.1,47,27762,23942.2,342262
29394,PFNA,2012,Muscle,,,6.35,7128,77,13577.65,598210.95,99.2,6357,1210.1,47,27762,23942.2,342262
29395,PFNA,2012,Muscle,,,4.17,7128,77,13577.65,598210.95,99.2,6357,1210.1,47,27762,23942.2,342262
29396,PFNA,2012,Muscle,,,1.77,7128,77,13577.65,598210.95,99.2,6357,1210.1,47,27762,23942.2,342262
35006,PFNA,2015, liver ,,,0.19,7218,27,17500.33,621302.8,83.51,6642,1456.1,61,27209.12,28802.6,441304
35020,PFNA,2015, liver ,,,0,7218,27,17500.33,621302.8,83.51,6642,1456.1,61,27209.12,28802.6,441304
35034,PFNA,2015, liver ,,,0,7218,27,17500.33,621302.8,83.51,6642,1456.1,61,27209.12,28802.6,441304
35048,PFNA,2015, liver ,,,0,2202,10,4056.46,313784.76,55.14,4212,832.2,41,11765.91,11677.3,86813
35062,PFNA,2015, liver ,,,0,2202,10,4056.46,313784.76,55.14,4212,832.2,41,11765.91,11677.3,86813
35076,PFNA,2015, liver ,,,0.16,2202,10,4056.46,313784.76,55.14,4212,832.2,41,11765.91,11677.3,86813
35090,PFNA,2015, liver ,,,0.58,2202,10,4056.46,313784.76,55.14,4212,832.2,41,11765.91,11677.3,86813
40574,PFNA,2017,muscle,,,0.73,4597,8,9553.68,,41.63,7126,1591.3,83,38164.71,22515.8,239170
40575,PFNA,2017,muscle,,,1.21,4597,8,9553.68,,41.63,7126,1591.3,83,38164.71,22515.8,239170
40576,PFNA,2017,muscle,,,1.18,4597,8,9553.68,,41.63,7126,1591.3,83,38164.71,22515.8,239170
40577,PFNA,2017,muscle,,,1.74,4597,8,9553.68,,41.63,7126,1591.3,83,38164.71,22515.8,239170
40578,PFNA,2017,muscle,,,0.12,4597,8,9553.68,,41.63,7126,1591.3,83,38164.71,22515.8,239170
40579,PFNA,2017,muscle,,,0.59,4597,8,9553.68,,41.63,7126,1591.3,83,38164.71,22515.8,239170
40580,PFNA,2017,muscle,,,2.83,4597,8,9553.68,,41.63,7126,1591.3,83,38164.71,22515.8,239170
40581,PFNA,2017,muscle,,,0,4597,8,9553.68,,41.63,7126,1591.3,83,38164.71,22515.8,239170
40582,PFNA,2017,muscle,,,0.1,4597,8,9553.68,,41.63,7126,1591.3,83,38164.71,22515.8,239170
40583,PFNA,2017,muscle,,,0.11,4597,8,9553.68,,41.63,7126,1591.3,83,38164.71,22515.8,239170
40584,PFNA,2017,muscle,,,0,4597,8,9553.68,,41.63,7126,1591.3,83,38164.71,22515.8,239170
40585,PFNA,2017,muscle,,,0.26,4597,8,9553.68,,41.63,7126,1591.3,83,38164.71,22515.8,239170
40586,PFNA,2017,muscle,,,0.72,4597,8,9553.68,,41.63,7126,1591.3,83,38164.71,22515.8,239170
40587,PFNA,2017,muscle,,,0.68,4597,8,9553.68,,41.63,7126,1591.3,83,38164.71,22515.8,239170
40588,PFNA,2017,muscle,,,1.19,4597,8,9553.68,,41.63,7126,1591.3,83,38164.71,22515.8,239170
40589,PFNA,2017,muscle,,,0.11,4597,8,9553.68,,41.63,7126,1591.3,83,38164.71,22515.8,239170
40590,PFNA,2017,muscle,,,0.16,4597,8,9553.68,,41.63,7126,1591.3,83,38164.71,22515.8,239170
40591,PFNA,2017,muscle,,,0.99,4597,8,9553.68,,41.63,7126,1591.3,83,38164.71,22515.8,239170
40592,PFNA,2017,muscle,,,18.3,4597,8,9553.68,,41.63,7126,1591.3,83,38164.71,22515.8,239170
40593,PFNA,2017,muscle,,,27.3,4597,8,9553.68,,41.63,7126,1591.3,83,38164.71,22515.8,239170
40594,PFNA,2017,muscle,,,13,4597,8,9553.68,,41.63,7126,1591.3,83,38164.71,22515.8,239170
40595,PFNA,2017,muscle,,,2.71,4597,8,9553.68,,41.63,7126,1591.3,83,38164.71,22515.8,239170
40596,PFNA,2017,muscle,,,2.83,4597,8,9553.68,,41.63,7126,1591.3,83,38164.71,22515.8,239170
40597,PFNA,2017,muscle,,,3.5,4597,8,9553.68,,41.63,7126,1591.3,83,38164.71,22515.8,239170
40598,PFNA,2017,muscle,,,1.76,4597,8,9553.68,,41.63,7126,1591.3,83,38164.71,22515.8,239170
40599,PFNA,2017,muscle,,,2.74,4597,8,9553.68,,41.63,7126,1591.3,83,38164.71,22515.8,239170
40600,PFNA,2017,muscle,,,1.47,4597,8,9553.68,,41.63,7126,1591.3,83,38164.71,22515.8,239170
40601,PFNA,2017,muscle,,,0.92,4597,8,9553.68,,41.63,7126,1591.3,83,38164.71,22515.8,239170
40602,PFNA,2017,muscle,,,2.95,4597,8,9553.68,,41.63,7126,1591.3,83,38164.71,22515.8,239170
40603,PFNA,2017,muscle,,,0.2,4597,8,9553.68,,41.63,7126,1591.3,83,38164.71,22515.8,239170
40604,PFNA,2017,muscle,,,2.84,4597,8,9553.68,,41.63,7126,1591.3,83,38164.71,22515.8,239170
40605,PFNA,2017,muscle,,,2.25,4597,8,9553.68,,41.63,7126,1591.3,83,38164.71,22515.8,239170
40606,PFNA,2017,muscle,,,3.06,4597,8,9553.68,,41.63,7126,1591.3,83,38164.71,22515.8,239170
40607,PFNA,2017,muscle,,,0.87,4597,8,9553.68,,41.63,7126,1591.3,83,38164.71,22515.8,239170
40608,PFNA,2017,muscle,,,3.45,4597,8,9553.68,,41.63,7126,1591.3,83,38164.71,22515.8,239170
40609,PFNA,2017,muscle,,,0.45,4597,8,9553.68,,41.63,7126,1591.3,83,38164.71,22515.8,239170
40610,PFNA,2017,muscle,,,0,4597,8,9553.68,,41.63,7126,1591.3,83,38164.71,22515.8,239170
40611,PFNA,2017,muscle,,,0.54,4597,8,9553.68,,41.63,7126,1591.3,83,38164.71,22515.8,239170
40612,PFNA,2017,muscle,,,0.46,4597,8,9553.68,,41.63,7126,1591.3,83,38164.71,22515.8,239170
40613,PFNA,2017,muscle,,,0.17,4597,8,9553.68,,41.63,7126,1591.3,83,38164.71,22515.8,239170
40614,PFNA,2017,muscle,,,0.29,4597,8,9553.68,,41.63,7126,1591.3,83,38164.71,22515.8,239170
40615,PFNA,2017,muscle,,,0.21,4597,8,9553.68,,41.63,7126,1591.3,83,38164.71,22515.8,239170
70901,PFNA,2013,muscle,,,0.2,2279,7,3091.73,294053.96,59.94,4267,745.8,36,12166.72,10227.4,85826
70910,PFNA,2013,muscle,,,1.59,2279,7,3091.73,294053.96,59.94,4267,745.8,36,12166.72,10227.4,85826
70919,PFNA,2013,liver,,,2.52,2279,7,3091.73,294053.96,59.94,4267,745.8,36,12166.72,10227.4,85826
70928,PFNA,2013,muscle,,,1.07,2279,7,3091.73,294053.96,59.94,4267,745.8,36,12166.72,10227.4,85826
70937,PFNA,2013,liver,,,8.03,2279,7,3091.73,294053.96,59.94,4267,745.8,36,12166.72,10227.4,85826
70946,PFNA,2013,muscle,,,1.06,2279,7,3091.73,294053.96,59.94,4267,745.8,36,12166.72,10227.4,85826
70955,PFNA,2013,liver,,,2.17,2279,7,3091.73,294053.96,59.94,4267,745.8,36,12166.72,10227.4,85826
70964,PFNA,2013,muscle,,,0.46,2279,7,3091.73,294053.96,59.94,4267,745.8,36,12166.72,10227.4,85826
70973,PFNA,2013,egg,,,1.89,2279,7,3091.73,294053.96,59.94,4267,745.8,36,12166.72,10227.4,85826
70982,PFNA,2013,muscle,,,2.14,2279,7,3091.73,294053.96,59.94,4267,745.8,36,12166.72,10227.4,85826
70991,PFNA,2013,muscle,,,0.24,2279,7,3091.73,294053.96,59.94,4267,745.8,36,12166.72,10227.4,85826
71000,PFNA,2013,muscle,,,0.41,2279,7,3091.73,294053.96,59.94,4267,745.8,36,12166.72,10227.4,85826
71009,PFNA,2013,muscle,,,0.4,2279,7,3091.73,294053.96,59.94,4267,745.8,36,12166.72,10227.4,85826
71018,PFNA,2013,muscle,,,4.54,2279,7,3091.73,294053.96,59.94,4267,745.8,36,12166.72,10227.4,85826
71027,PFNA,2013,muscle,,,0.18,2279,7,3091.73,294053.96,59.94,4267,745.8,36,12166.72,10227.4,85826
71036,PFNA,2013,muscle,,,0.35,2279,7,3091.73,294053.96,59.94,4267,745.8,36,12166.72,10227.4,85826
71045,PFNA,2013,muscle,,,0.42,2279,7,3091.73,294053.96,59.94,4267,745.8,36,12166.72,10227.4,85826
71054,PFNA,2013,muscle,,,0.47,2279,7,3091.73,294053.96,59.94,4267,745.8,36,12166.72,10227.4,85826
71063,PFNA,2013,muscle,,,0.2,2279,7,3091.73,294053.96,59.94,4267,745.8,36,12166.72,10227.4,85826
112,PFHpA,2014,stems、leaf,140,70,,748,11,3579.11,150713.57,7.89,2811,733.8,25,1736.54,3522.8,57761
113,PFHpA,2014,root,150,40,,748,11,3579.11,150713.57,7.89,2811,733.8,25,1736.54,3522.8,57761
134,PFHpA,2014,stems、leaf,40,0,,748,11,3579.11,150713.57,7.89,2811,733.8,25,1736.54,3522.8,57761
135,PFHpA,2014,root,70,0,,748,11,3579.11,150713.57,7.89,2811,733.8,25,1736.54,3522.8,57761
156,PFHpA,2014,stems、leaf,130,40,,748,11,3579.11,150713.57,7.89,2811,733.8,25,1736.54,3522.8,57761
157,PFHpA,2014,root,40,0,,748,11,3579.11,150713.57,7.89,2811,733.8,25,1736.54,3522.8,57761
174,PFHpA,2014,whole,40,0,,748,11,3579.11,150713.57,7.89,2811,733.8,25,1736.54,3522.8,57761
185,PFHpA,2014,whole,100,0,,748,11,3579.11,150713.57,7.89,2811,733.8,25,1736.54,3522.8,57761
196,PFHpA,2014,whole,160,0,,748,11,3579.11,150713.57,7.89,2811,733.8,25,1736.54,3522.8,57761
2174,PFHpA,2010,whole,0.8,0,0.51,5373,0,10261.18,555500,105.05,6070,1017.1,44,23100.48,19382.2,
2175,PFHpA,2010,muscle,0,0,0,5373,0,10261.18,555500,105.05,6070,1017.1,44,23100.48,19382.2,
2176,PFHpA,2010,muscle,0.86,0.07,0.601,5373,0,10261.18,555500,105.05,6070,1017.1,44,23100.48,19382.2,
2177,PFHpA,2010,whole,1.5,0.23,0.72,5373,0,10261.18,555500,105.05,6070,1017.1,44,23100.48,19382.2,
2178,PFHpA,2010,whole,0,0,0,5373,0,10261.18,555500,105.05,6070,1017.1,44,23100.48,19382.2,
2179,PFHpA,2010,whole,1.5,0.58,0.33,5373,0,10261.18,555500,105.05,6070,1017.1,44,23100.48,19382.2,
2180,PFHpA,2010,muscle,0,0,0,5373,0,10261.18,555500,105.05,6070,1017.1,44,23100.48,19382.2,
2181,PFHpA,2010,whole,0.67,0,0.28,5373,0,10261.18,555500,105.05,6070,1017.1,44,23100.48,19382.2,
2182,PFHpA,2010,muscle,0,0,0,5373,0,10261.18,555500,105.05,6070,1017.1,44,23100.48,19382.2,
2183,PFHpA,2010,muscle,0,0,0,5373,0,10261.18,555500,105.05,6070,1017.1,44,23100.48,19382.2,
2184,PFHpA,2010,muscle,0,0,0,5373,0,10261.18,555500,105.05,6070,1017.1,44,23100.48,19382.2,
2435,PFHpA,2012,muscle,,,0.392,7128,77,13577.65,598210.95,99.2,6357,1210.1,47,27762,23942.2,342262
2436,PFHpA,2012,gill,,,0,7128,77,13577.65,598210.95,99.2,6357,1210.1,47,27762,23942.2,342262
2437,PFHpA,2012,kidney,,,0,7128,77,13577.65,598210.95,99.2,6357,1210.1,47,27762,23942.2,342262
2438,PFHpA,2012,liver,,,0,7128,77,13577.65,598210.95,99.2,6357,1210.1,47,27762,23942.2,342262
2439,PFHpA,2012,egg,,,0,7128,77,13577.65,598210.95,99.2,6357,1210.1,47,27762,23942.2,342262
2440,PFHpA,2012,muscle,,,0.833,7128,77,13577.65,598210.95,99.2,6357,1210.1,47,27762,23942.2,342262
2441,PFHpA,2012,gill,,,0,7128,77,13577.65,598210.95,99.2,6357,1210.1,47,27762,23942.2,342262
2442,PFHpA,2012,egg,,,0,7128,77,13577.65,598210.95,99.2,6357,1210.1,47,27762,23942.2,342262
2443,PFHpA,2012,muscle,,,0.865,7128,77,13577.65,598210.95,99.2,6357,1210.1,47,27762,23942.2,342262
2444,PFHpA,2012,gill,,,0.132,7128,77,13577.65,598210.95,99.2,6357,1210.1,47,27762,23942.2,342262
2445,PFHpA,2012,liver,,,7.72,7128,77,13577.65,598210.95,99.2,6357,1210.1,47,27762,23942.2,342262
2446,PFHpA,2012,egg,,,0,7128,77,13577.65,598210.95,99.2,6357,1210.1,47,27762,23942.2,342262
2447,PFHpA,2012,muscle,,,0.876,7128,77,13577.65,598210.95,99.2,6357,1210.1,47,27762,23942.2,342262
2448,PFHpA,2012,gill,,,0,7128,77,13577.65,598210.95,99.2,6357,1210.1,47,27762,23942.2,342262
2449,PFHpA,2012,kidney,,,0,7128,77,13577.65,598210.95,99.2,6357,1210.1,47,27762,23942.2,342262
2450,PFHpA,2012,liver,,,0,7128,77,13577.65,598210.95,99.2,6357,1210.1,47,27762,23942.2,342262
2451,PFHpA,2012,muscle,,,0,7128,77,13577.65,598210.95,99.2,6357,1210.1,47,27762,23942.2,342262
2452,PFHpA,2012,gill,,,0,7128,77,13577.65,598210.95,99.2,6357,1210.1,47,27762,23942.2,342262
2453,PFHpA,2012,egg,,,0,7128,77,13577.65,598210.95,99.2,6357,1210.1,47,27762,23942.2,342262
2454,PFHpA,2012,muscle,,,0,7128,77,13577.65,598210.95,99.2,6357,1210.1,47,27762,23942.2,342262
2455,PFHpA,2012,gill,,,0.241,7128,77,13577.65,598210.95,99.2,6357,1210.1,47,27762,23942.2,342262
2456,PFHpA,2012,kidney,,,0.708,7128,77,13577.65,598210.95,99.2,6357,1210.1,47,27762,23942.2,342262
2457,PFHpA,2012,liver,,,0.249,7128,77,13577.65,598210.95,99.2,6357,1210.1,47,27762,23942.2,342262
2458,PFHpA,2012,liver,,,0.354,7128,77,13577.65,598210.95,99.2,6357,1210.1,47,27762,23942.2,342262
2459,PFHpA,2012,gill,,,0,7128,77,13577.65,598210.95,99.2,6357,1210.1,47,27762,23942.2,342262
2460,PFHpA,2012,liver,,,0,7128,77,13577.65,598210.95,99.2,6357,1210.1,47,27762,23942.2,342262
2461,PFHpA,2012,egg,,,0,7128,77,13577.65,598210.95,99.2,6357,1210.1,47,27762,23942.2,342262
2462,PFHpA,2012,muscle,,,0.635,7128,77,13577.65,598210.95,99.2,6357,1210.1,47,27762,23942.2,342262
2463,PFHpA,2012,head,,,0.514,7128,77,13577.65,598210.95,99.2,6357,1210.1,47,27762,23942.2,342262
2464,PFHpA,2012,egg,,,0,7128,77,13577.65,598210.95,99.2,6357,1210.1,47,27762,23942.2,342262
2465,PFHpA,2012,muscle,,,0.33,7128,77,13577.65,598210.95,99.2,6357,1210.1,47,27762,23942.2,342262
2466,PFHpA,2012,head,,,0.246,7128,77,13577.65,598210.95,99.2,6357,1210.1,47,27762,23942.2,342262
2467,PFHpA,2012,egg,,,0,7128,77,13577.65,598210.95,99.2,6357,1210.1,47,27762,23942.2,342262
29349,PFHpA,2012,whole,,,0.0746,7128,77,13577.65,598210.95,99.2,6357,1210.1,47,27762,23942.2,342262
29350,PFHpA,2012,whole,,,0.229,7128,77,13577.65,598210.95,99.2,6357,1210.1,47,27762,23942.2,342262
29351,PFHpA,2012,Muscle,,,0.331,7128,77,13577.65,598210.95,99.2,6357,1210.1,47,27762,23942.2,342262
29352,PFHpA,2012,Muscle,,,0.635,7128,77,13577.65,598210.95,99.2,6357,1210.1,47,27762,23942.2,342262
29353,PFHpA,2012,whole (soft part),,,0.285,7128,77,13577.65,598210.95,99.2,6357,1210.1,47,27762,23942.2,342262
29354,PFHpA,2012,whole (soft part),,,1.05,7128,77,13577.65,598210.95,99.2,6357,1210.1,47,27762,23942.2,342262
29355,PFHpA,2012,Muscle,,,0.833,7128,77,13577.65,598210.95,99.2,6357,1210.1,47,27762,23942.2,342262
29356,PFHpA,2012,Muscle,,,0.263,7128,77,13577.65,598210.95,99.2,6357,1210.1,47,27762,23942.2,342262
29357,PFHpA,2012,Muscle,,,0.642,7128,77,13577.65,598210.95,99.2,6357,1210.1,47,27762,23942.2,342262
29358,PFHpA,2012,Muscle,,,0,7128,77,13577.65,598210.95,99.2,6357,1210.1,47,27762,23942.2,342262
29359,PFHpA,2012,Muscle,,,0.865,7128,77,13577.65,598210.95,99.2,6357,1210.1,47,27762,23942.2,342262
29360,PFHpA,2012,Muscle,,,0.876,7128,77,13577.65,598210.95,99.2,6357,1210.1,47,27762,23942.2,342262
29361,PFHpA,2012,Muscle,,,0,7128,77,13577.65,598210.95,99.2,6357,1210.1,47,27762,23942.2,342262
29362,PFHpA,2012,Muscle,,,0,7128,77,13577.65,598210.95,99.2,6357,1210.1,47,27762,23942.2,342262
29363,PFHpA,2012,Muscle,,,0,7128,77,13577.65,598210.95,99.2,6357,1210.1,47,27762,23942.2,342262
29364,PFHpA,2012,Muscle,,,0.354,7128,77,13577.65,598210.95,99.2,6357,1210.1,47,27762,23942.2,342262
35004,PFHpA,2015, liver ,,,0,7218,27,17500.33,621302.8,83.51,6642,1456.1,61,27209.12,28802.6,441304
35018,PFHpA,2015, liver ,,,,7218,27,17500.33,621302.8,83.51,6642,1456.1,61,27209.12,28802.6,441304
35032,PFHpA,2015, liver ,,,0,7218,27,17500.33,621302.8,83.51,6642,1456.1,61,27209.12,28802.6,441304
35046,PFHpA,2015, liver ,,,,2202,10,4056.46,313784.76,55.14,4212,832.2,41,11765.91,11677.3,86813
35060,PFHpA,2015, liver ,,,0,2202,10,4056.46,313784.76,55.14,4212,832.2,41,11765.91,11677.3,86813
35074,PFHpA,2015, liver ,,,0,2202,10,4056.46,313784.76,55.14,4212,832.2,41,11765.91,11677.3,86813
35088,PFHpA,2015, liver ,,,0,2202,10,4056.46,313784.76,55.14,4212,832.2,41,11765.91,11677.3,86813
40490,PFHpA,2017,muscle,,,0.57,4597,8,9553.68,,41.63,7126,1591.3,83,38164.71,22515.8,239170
40491,PFHpA,2017,muscle,,,0,4597,8,9553.68,,41.63,7126,1591.3,83,38164.71,22515.8,239170
40492,PFHpA,2017,muscle,,,0.12,4597,8,9553.68,,41.63,7126,1591.3,83,38164.71,22515.8,239170
40493,PFHpA,2017,muscle,,,0,4597,8,9553.68,,41.63,7126,1591.3,83,38164.71,22515.8,239170
40494,PFHpA,2017,muscle,,,0,4597,8,9553.68,,41.63,7126,1591.3,83,38164.71,22515.8,239170
40495,PFHpA,2017,muscle,,,0,4597,8,9553.68,,41.63,7126,1591.3,83,38164.71,22515.8,239170
40496,PFHpA,2017,muscle,,,0,4597,8,9553.68,,41.63,7126,1591.3,83,38164.71,22515.8,239170
40497,PFHpA,2017,muscle,,,0,4597,8,9553.68,,41.63,7126,1591.3,83,38164.71,22515.8,239170
40498,PFHpA,2017,muscle,,,0,4597,8,9553.68,,41.63,7126,1591.3,83,38164.71,22515.8,239170
40499,PFHpA,2017,muscle,,,0,4597,8,9553.68,,41.63,7126,1591.3,83,38164.71,22515.8,239170
40500,PFHpA,2017,muscle,,,0.11,4597,8,9553.68,,41.63,7126,1591.3,83,38164.71,22515.8,239170
40501,PFHpA,2017,muscle,,,0,4597,8,9553.68,,41.63,7126,1591.3,83,38164.71,22515.8,239170
